kr_id,kr_subsection,old_id,authorityID,json_key,title,category,alt
KR6j0547,KR6j,T21n1316,CA0001125,T1316,佛說甘露經陀羅尼呪,密教部類,
KR6j0548,KR6j,T21n1317,CA0001127,T1317,甘露陀羅尼呪,密教部類,
KR6j0549,KR6j,T21n1318,CA0003820,T1318,瑜伽集要救阿難陀羅尼焰口軌儀經,密教部類,
KR6j0550,KR6j,T21n1319,CA0004183,T1319,瑜伽集要焰口施食起教阿難陀緣由,密教部類,
KR6j0551,KR6j,T21n1320,CA0003821,T1320,瑜伽集要焰口施食儀,密教部類,
KR6j0552,KR6j,T21n1321,CA0003020,T1321,佛說施餓鬼甘露味大陀羅尼經,密教部類,
KR6j0553,KR6j,T21n1322,CA0003859,T1322,新集浴像儀軌,密教部類,
KR6j0554,KR6j,T21n1323,CA0000507,T1323,除一切疾病陀羅尼經,密教部類,
KR6j0555,KR6j,T21n1324,CA0002346,T1324,能淨一切眼疾病陀羅尼經,密教部類,
KR6j0556,KR6j,T21n1325,CA0002063,T1325,佛說療痔病經,密教部類,
KR6j0557,KR6j,T21n1326,CA0004117,T1326,佛說呪時氣病經,密教部類,
KR6j0558,KR6j,T21n1327,CA0004114,T1327,佛說呪齒經,密教部類,
KR6j0559,KR6j,T21n1328,CA0004115,T1328,佛說呪目經,密教部類,
KR6j0560,KR6j,T21n1329,CA0004119,T1329,佛說呪小兒經,密教部類,
KR6j0561,KR6j,T21n1330,CA0002152,T1330,囉嚩拏說救療小兒疾病經,密教部類,
KR6j0562,KR6j,T21n1332,CA0002513,T1332,七佛八菩薩所說大陀羅尼神呪經,密教部類,
KR6j0563,KR6j,T21n1333,CA0003624,T1333,虛空藏菩薩問七佛陀羅尼呪經,密教部類,
KR6j0564,KR6j,T21n1334,CA0002655,T1334,如來方便善巧呪經,密教部類,
KR6j0565,KR6j,T21n1335,CA0000606,T1335,大吉義神呪經,密教部類,
KR6j0566,KR6j,T21n1336,CA0003280,T1336,陀羅尼雜集,密教部類,
KR6j0567,KR6j,T21n1337,CA0004109,T1337,種種雜呪經,密教部類,
KR6j0568,KR6j,T21n1338,CA0004116,T1338,呪三首經,密教部類,
KR6j0569,KR6j,T21n1339,CA0000582,T1339,大方等陀羅尼經,密教部類,
KR6j0570,KR6j,T21n1340,CA0000577,T1340,大法炬陀羅尼經,密教部類,
KR6j0571,KR6j,T21n1341,CA0000691,T1341,大威德陀羅尼經,密教部類,
KR6j0572,KR6j,T21n1342,CA0003447,T1342,佛說無崖際總持法門經,密教部類,
KR6j0573,KR6j,T21n1343,CA0004002,T1343,尊勝菩薩所問一切諸法入無量門陀羅尼經,密教部類,
KR6j0574,KR6j,T21n1344,CA0001754,T1344,金剛上味陀羅尼經,密教部類,
KR6j0575,KR6j,T21n1345,CA0001621,T1345,金剛場陀羅尼經,密教部類,
KR6j0576,KR6j,T21n1346,CA0004130,T1346,諸佛集會陀羅尼經,密教部類,
KR6j0577,KR6j,T21n1347,CA0003528,T1347,息除中夭陀羅尼經,密教部類,
KR6j0578,KR6j,T21n1348,CA0003042,T1348,佛說十二佛名神呪校量功德除障滅罪經,密教部類,
KR6j0579,KR6j,T21n1349,CA0000446,T1349,佛說稱讚如來功德神呪經,密教部類,
KR6j0580,KR6j,T21n1350,CA0003729,T1350,佛說一切如來名號陀羅尼經,密教部類,
KR6j0581,KR6j,T21n1351,CA0000477,T1351,佛說持句神呪經,密教部類,
KR6j0582,KR6j,T21n1352,CA0003277,T1352,佛說陀隣尼鉢經,密教部類,
KR6j0583,KR6j,T21n1353,CA0000780,T1353,東方最勝燈王陀羅尼經,密教部類,
KR6j0584,KR6j,T21n1354,CA0000779,T1354,東方最勝燈王如來經,密教部類,
KR6j0585,KR6j,T21n1355,CA0002990,T1355,佛說聖最上燈明如來陀羅尼經,密教部類,
KR6j0586,KR6j,T21n1356,CA0001353,T1356,佛說華積陀羅尼神呪經,密教部類,
KR6j0587,KR6j,T21n1357,CA0003013,T1357,佛說師子奮迅菩薩所問經,密教部類,
KR6j0588,KR6j,T21n1358,CA0001354,T1358,佛說花聚陀羅尼呪經,密教部類,
KR6j0589,KR6j,T21n1359,CA0001352,T1359,佛說花積樓閣陀羅尼經,密教部類,
KR6j0590,KR6j,T21n1360,CA0002091,T1360,六門陀羅尼經,密教部類,
KR6j0591,KR6j,T21n1361,CA0002092,T1361,六門陀羅尼經論,密教部類,
KR6j0592,KR6j,T21n1362,CA0002915,T1362,佛說善夜經,密教部類,
KR6j0593,KR6j,T21n1363,CA0002994,T1363,勝幢臂印陀羅尼經,密教部類,
KR6j0594,KR6j,T21n1364,CA0002220,T1364,妙臂印幢陀羅尼經,密教部類,
KR6j0595,KR6j,T21n1365,CA0000107,T1365,八名普密陀羅尼經,密教部類,
KR6j0596,KR6j,T21n1366,CA0002212,T1366,佛說祕密八名陀羅尼經,密教部類,
KR6j0597,KR6j,T21n1367,CA0000658,T1367,佛說大普賢陀羅尼經,密教部類,
KR6j0598,KR6j,T21n1368,CA0000659,T1368,佛說大七寶陀羅尼經,密教部類,
KR6j0599,KR6j,T21n1369a,CA0000154a,T1369a,百千印陀羅尼經,密教部類,
KR6j0600,KR6j,T21n1369b,CA0000154b,T1369b,百千印陀羅尼經,密教部類,
KR6j0601,KR6j,T21n1370,CA0000479,T1370,佛說持明藏八大總持王經,密教部類,
KR6j0602,KR6j,T21n1371,CA0002958,T1371,佛說聖大總持王經,密教部類,
KR6j0603,KR6j,T21n1372,CA0003947,T1372,增慧陀羅尼經,密教部類,
KR6j0604,KR6j,T21n1373,CA0003024,T1373,佛說施一切無畏陀羅尼經,密教部類,
KR6j0605,KR6j,T21n1374,CA0003716,T1374,佛說一切功德莊嚴王經,密教部類,
KR6j0606,KR6j,T21n1375,CA0004168,T1375,佛說莊嚴王陀羅尼呪經,密教部類,
KR6j0607,KR6j,T21n1376,CA0002992,T1376,佛說聖莊嚴陀羅尼經,密教部類,
KR6j0608,KR6j,T21n1377,CA0000242,T1377,佛說寶帶陀羅尼經,密教部類,
KR6j0609,KR6j,T21n1378a,CA0001474a,T1378a,佛說玄師颰陀所說神呪經,密教部類,
KR6j0610,KR6j,T21n1378b,CA0001474b,T1378b,幻師颰陀神呪經,密教部類,
KR6j0611,KR6j,T21n1379,CA0000532,T1379,佛說大愛陀羅尼經,密教部類,
KR6j0612,KR6j,T21n1380,CA0002907,T1380,佛說善樂長者經,密教部類,
KR6j0613,KR6j,T21n1381,CA0000605,T1381,佛說大吉祥陀羅尼經,密教部類,
KR6j0614,KR6j,T21n1382,CA0002860,T1382,佛說宿命智陀羅尼,密教部類,
KR6j0615,KR6j,T21n1383,CA0002861,T1383,佛說宿命智陀羅尼經,密教部類,
KR6j0616,KR6j,T21n1384,CA0000329,T1384,佛說鉢蘭那賒嚩哩大陀羅尼經,密教部類,
KR6j0617,KR6j,T21n1385,CA0001899,T1385,佛說俱枳羅陀羅尼經,密教部類,
KR6j0618,KR6j,T21n1386,CA0002247,T1386,佛說妙色陀羅尼經,密教部類,
KR6j0619,KR6j,T21n1387,CA0004014,T1387,佛說栴檀香身陀羅尼經,密教部類,
KR6j0620,KR6j,T21n1388,CA0003444,T1388,佛說無畏陀羅尼經,密教部類,
KR6j0621,KR6j,T21n1389,CA0003408,T1389,佛說無量壽大智陀羅尼,密教部類,
KR6j0622,KR6j,T21n1390,CA0002153,T1390,佛說洛叉陀羅尼經,密教部類,
KR6j0623,KR6j,T21n1391,CA0003216,T1391,佛說檀特羅麻油述經,密教部類,
KR6j0624,KR6j,T21n1392,CA0000594,T1392,大寒林聖難拏陀羅尼經,密教部類,
KR6j0625,KR6j,T21n1393,CA0002299,T1393,佛說摩尼羅亶經,密教部類,
KR6j0626,KR6j,T21n1394,CA0000088,T1394,佛說安宅神呪經,密教部類,
KR6j0627,KR6j,T21n1395,CA0000126,T1395,拔濟苦難陀羅尼經,密教部類,
KR6j0628,KR6j,T21n1396,CA0000125,T1396,佛說拔除罪障呪王經,密教部類,
KR6j0629,KR6j,T21n1397,CA0004090,T1397,智炬陀羅尼經,密教部類,
KR6j0630,KR6j,T21n1398,CA0004089,T1398,佛說智光滅一切業障陀羅尼經,密教部類,
KR6j0631,KR6j,T21n1399,CA0002249,T1399,佛說滅除五逆罪大陀羅尼經,密教部類,
KR6j0632,KR6j,T21n1400,CA0003573,T1400,佛說消除一切災障寶髻陀羅尼經,密教部類,
KR6j0633,KR6j,T21n1401,CA0000616,T1401,佛說大金剛香陀羅尼經,密教部類,
KR6j0634,KR6j,T21n1402,CA0003572,T1402,消除一切閃電障難隨求如意陀羅尼經,密教部類,
KR6j0635,KR6j,T21n1403,CA0002672,T1403,佛說如意摩尼陀羅尼經,密教部類,
KR6j0636,KR6j,T21n1404,CA0002666,T1404,佛說如意寶總持王經,密教部類,
KR6j0637,KR6j,T21n1405,CA0003527,T1405,佛說息除賊難陀羅尼經,密教部類,
KR6j0638,KR6j,T21n1406,CA0000305,T1406,佛說辟除賊害呪經,密教部類,
KR6j0639,KR6j,T21n1407,CA0000306,T1407,佛說辟除諸惡陀羅尼經,密教部類,
KR6j0640,KR6j,T21n1408,CA0003990,T1408,佛說最上意陀羅尼經,密教部類,
KR6j0641,KR6j,T21n1409,CA0002991,T1409,佛說聖最勝陀羅尼經,密教部類,
KR6j0642,KR6j,T21n1410,CA0002995,T1410,佛說勝幡瓔珞陀羅尼經,密教部類,
KR6j0643,KR6j,T21n1411,CA0002050,T1411,佛說蓮華眼陀羅尼經,密教部類,
KR6j0644,KR6j,T21n1412,CA0000259,T1412,佛說寶生陀羅尼經,密教部類,
KR6j0645,KR6j,T21n1413,CA0004000,T1413,佛說尊勝大明王經,密教部類,
KR6j0646,KR6j,T21n1414,CA0001805,T1414,佛說金身陀羅尼經,密教部類,
KR6j0647,KR6j,T21n1415,CA0000615,T1415,大金剛妙高山樓閣陀羅尼,密教部類,
KR6j0648,KR6j,T21n1416,CA0001620,T1416,金剛摧碎陀羅尼,密教部類,
KR6j0649,KR6j,T21n1417,CA0001470,T1417,佛說壞相金剛陀羅尼經,密教部類,
KR6j0650,KR6j,X02n0182,CA0004056,X0182,正了知王藥叉眷屬法,密教部類,
KR6j0651,KR6j,X02n0183,CA0000818,X0183,二十八夜叉大軍王名號,密教部類,
KR6j0652,KR6j,X02n0184,CA0000817,X0184,二十八藥叉大將名號,密教部類,
KR6j0653,KR6j,X02n0185,CA0002612,X0185,權現金色迦那婆底九目天法,密教部類,
KR6j0654,KR6j,X02n0193,CA0002617,X0193,佛說却溫黃神咒經,密教部類,
KR6j0655,KR6j,X02n0202,CA0000667,X0202,佛說大如意寶珠輪牛王守護神咒經,密教部類,
KR6j0656,KR6j,X02n0203,CA0004005,X0203,作世水宅心陀羅尼,密教部類,
KR6j0657,KR6j,T21n1418,CA0003723,T1418,佛說一切如來安像三昧儀軌經,密教部類,
KR6j0658,KR6j,T21n1419,CA0003945,T1419,佛說造像量度經解,密教部類,
KR6j0659,KR6j,X01n0028,CA0003944,X0028,造像量度經,密教部類,
KR6j0660,KR6j,T21n1420,CA0002118,T1420,龍樹五明論,密教部類,
KR6j0661,KR6j,X02n0201,CA0003459,X0201,五大牛玉雨寶陀羅尼儀軌,密教部類,
KR6j0662,KR6j,T39n1796,CA0000641,T1796,大毘盧遮那成佛經疏,密教部類,
KR6j0670,KR6j,T39n1797,CA0000650,T1797,大毘盧遮那經供養次第法疏,密教部類,
KR6j0672,KR6j,T39n1798,CA0001626,T1798,金剛頂經大瑜伽祕密心地法門義訣,密教部類,
KR6j0673,KR6j,T39n1799,CA0002004,T1799,首楞嚴義疏注經,密教部類,
KR6j0674,KR6j,X10n0265,CA0002005,X0265,楞嚴經義疏注經科,密教部類,
KR6j0675,KR6j,X11n0267,CA0002003,X0267,楞嚴經義疏釋要鈔,密教部類,
KR6j0676,KR6j,X11n0268,CA0001971,X0268,楞嚴經集註,密教部類,
KR6j0677,KR6j,X11n0269,CA0001998,X0269,楞嚴經熏聞記,密教部類,
KR6j0678,KR6j,X11n0270,CA0001999,X0270,楞嚴經要解,密教部類,
KR6j0679,KR6j,X11n0271,CA0001973,X0271,楞嚴經箋,密教部類,
KR6j0680,KR6j,X12n0272,CA0001967,X0272,楞嚴經合論,密教部類,
KR6j0681,KR6j,X12n0273,CA0002013,X0273,楞嚴經正脉疏科,密教部類,
KR6j0682,KR6j,X12n0274,CA0002014,X0274,楞嚴經正脉疏懸示,密教部類,
KR6j0683,KR6j,X12n0275,CA0002012,X0275,楞嚴經正脉疏,密教部類,
KR6j0684,KR6j,X12n0276,CA0001979,X0276,楞嚴經摸象記,密教部類,
KR6j0685,KR6j,X12n0277,CA0001994,X0277,楞嚴經懸鏡,密教部類,
KR6j0686,KR6j,X12n0278,CA0001988,X0278,楞嚴經通議略科,密教部類,
KR6j0687,KR6j,X12n0279,CA0001987,X0279,楞嚴經通議,密教部類,
KR6j0688,KR6j,X12n0280,CA0002000,X0280,楞嚴經臆說,密教部類,
KR6j0689,KR6j,X12n0281,CA0002006,X0281,楞嚴經圓通疏,密教部類,
KR6j0690,KR6j,X13n0282,CA0001996,X0282,楞嚴經玄義,密教部類,
KR6j0691,KR6j,X13n0283,CA0001978,X0283,楞嚴經秘錄,密教部類,
KR6j0692,KR6j,X13n0284,CA0001997,X0284,楞嚴經玄義,密教部類,
KR6j0693,KR6j,X13n0285,CA0001989,X0285,楞嚴經文句,密教部類,
KR6j0694,KR6j,X13n0286,CA0001980,X0286,楞嚴經如說,密教部類,
KR6j0695,KR6j,X13n0287,CA0001984,X0287,楞嚴經疏解蒙鈔,密教部類,
KR6j0696,KR6j,X14n0288,CA0002015,X0288,楞嚴經證疏廣解,密教部類,
KR6j0697,KR6j,X14n0289,CA0001968,X0289,楞嚴經合轍,密教部類,
KR6j0698,KR6j,X14n0290,CA0002018,X0290,楞嚴經直指科文,密教部類,
KR6j0699,KR6j,X14n0291,CA0002017,X0291,楞嚴經直指,密教部類,
KR6j0700,KR6j,X14n0292,CA0001972,X0292,楞嚴經擊節,密教部類,
KR6j0701,KR6j,X14n0293,CA0001995,X0293,楞嚴經懸談,密教部類,
KR6j0702,KR6j,X14n0294,CA0001986,X0294,楞嚴經說約,密教部類,
KR6j0703,KR6j,X14n0295,CA0001985,X0295,楞嚴經述旨,密教部類,
KR6j0704,KR6j,X14n0296,CA0001975,X0296,楞嚴經截流,密教部類,
KR6j0705,KR6j,X14n0297,CA0002007,X0297,楞嚴經圓通疏前茅,密教部類,
KR6j0706,KR6j,X14n0298,CA0002016,X0298,楞嚴經直解,密教部類,
KR6j0707,KR6j,X15n0299,CA0001974,X0299,楞嚴經講錄,密教部類,
KR6j0708,KR6j,X15n0300,CA0002009,X0300,楞嚴經纂註,密教部類,
KR6j0709,KR6j,X15n0301,CA0001976,X0301,楞嚴經精解評林,密教部類,
KR6j0710,KR6j,X15n0302,CA0001977,X0302,楞嚴經略疏,密教部類,
KR6j0711,KR6j,X15n0303,CA0001966,X0303,楞嚴經貫攝,密教部類,
KR6j0712,KR6j,X15n0304,CA0001965,X0304,楞嚴經觀心定解科,密教部類,
KR6j0713,KR6j,X15n0305,CA0001964,X0305,楞嚴經觀心定解大綱,密教部類,
KR6j0714,KR6j,X15n0306,CA0001963,X0306,楞嚴經觀心定解,密教部類,
KR6j0715,KR6j,X16n0307,CA0002021,X0307,楞嚴經指掌疏懸示,密教部類,
KR6j0716,KR6j,X16n0308,CA0002019,X0308,楞嚴經指掌疏,密教部類,
KR6j0717,KR6j,X16n0309,CA0002020,X0309,楞嚴經指掌疏事義,密教部類,
KR6j0718,KR6j,X16n0310,CA0001982,X0310,楞嚴經勢至圓通章科解,"密教部類,淨土宗部類",
KR6j0719,KR6j,X16n0311,CA0001983,X0311,楞嚴經勢至圓通章疏鈔,"密教部類,淨土宗部類",
KR6j0720,KR6j,X16n0312,CA0001981,X0312,楞嚴經勢至圓通章解,"密教部類,淨土宗部類",
KR6j0721,KR6j,X16n0313,CA0001992,X0313,楞嚴經序指味疏,密教部類,
KR6j0722,KR6j,X16n0314,CA0001961,X0314,楞嚴經寶鏡疏科文,密教部類,
KR6j0723,KR6j,X16n0315,CA0001962,X0315,楞嚴經寶鏡疏懸談,密教部類,
KR6j0724,KR6j,X16n0316,CA0001960,X0316,楞嚴經寶鏡疏,密教部類,
KR6j0725,KR6j,X16n0317,CA0002010,X0317,楞嚴經正見,密教部類,
KR6j0726,KR6j,X16n0318,CA0002008,X0318,楞嚴經宗通,密教部類,
KR6j0727,KR6j,P168n1581,CA0008305,P1581,首楞嚴經義海,密教部類,
KR6j0728,KR6j,P185n1618,CA0008312,P1618,大佛頂萬行首楞嚴經會解,密教部類,
KR6j0729,KR6j,T39n1800,CA0002603,T1800,請觀音經疏,密教部類,
KR6j0730,KR6j,T39n1801,CA0002604,T1801,請觀音經疏闡義鈔,密教部類,
KR6j0731,KR6j,T39n1802,CA0003079,T1802,十一面神呪心經義疏,密教部類,
KR6j0732,KR6j,T39n1803,CA0001046,T1803,佛頂尊勝陀羅尼經教跡義記,密教部類,
KR6j0733,KR6j,X23n0445,CA0001047,X0445,佛頂尊勝陀羅尼經釋,密教部類,
KR6j0734,KR6j,X23n0438,CA0000663,X0438,大日經義釋,密教部類,
KR6j0735,KR6j,X23n0439,CA0000664,X0439,大日經義釋演密鈔,密教部類,
KR6j0736,KR6j,X23n0446,CA0002517,X0446,七俱胝佛母所說準提陀羅尼經會釋,密教部類,
KR6j0737,KR6j,X23n0447,CA0001270,X0447,觀自在菩薩如意心陀羅尼經略疏,密教部類,
KR6j0738,KR6j,T46n1952,CA0001268,T1952,觀自在菩薩如意輪呪課法,密教部類,
KR6j0739,KR6j,T46n1953,CA0002477,T1953,菩提心義,密教部類,
KR6j0740,KR6j,T46n1954,CA0002259,T1954,明佛法根本碑,密教部類,
KR6j0741,KR6j,T46n1955,CA0003549,T1955,顯密圓通成佛心要集,密教部類,
KR6j0742,KR6j,T46n1956,CA0002210,T1956,密呪圓因往生集,密教部類,
KR6j0743,KR6j,X59n1043,CA0001916,X1043,看命一掌金,密教部類,
KR6j0744,KR6j,X59n1048,CA0000487,X1048,持咒仙人飛鉢儀軌,密教部類,
KR6j0745,KR6j,X59n1052,CA0000448,X1052,成就夢想法,密教部類,
KR6j0746,KR6j,X59n1054,CA0000809,X1054,多利心菩薩念誦法,密教部類,
KR6j0747,KR6j,X59n1069,CA0003117,X1069,釋迦牟尼如來拔除苦惱現大神變飛空大鉢法,密教部類,
KR6j0748,KR6j,X59n1073,CA0001806,X1073,金胎兩界師資相承,密教部類,
KR6j0749,KR6j,X59n1074,CA0001807,X1074,胎金兩界血脈,密教部類,
KR6j0750,KR6j,X59n1077,CA0004172,X1077,準提淨業,密教部類,
KR6j0751,KR6j,X59n1078,CA0004173,X1078,準提心要,密教部類,
KR6j0752,KR6j,X59n1079,CA0000482,X1079,持誦準提真言法要,密教部類,
KR6j0753,KR6j,X59n1080,CA0003822,X1080,瑜伽集要施食儀軌,密教部類,
KR6j0754,KR6j,X59n1081,CA0003605,X1081,修設瑜伽集要施食壇儀,密教部類,
KR6j0755,KR6j,X59n1082,CA0003818,X1082,於密滲施食旨槩,密教部類,
KR6j0756,KR6j,X59n1083,CA0003609,X1083,修習瑜伽集要施食壇儀,密教部類,
KR6j0757,KR6j,X59n1084,CA0003833,X1084,瑜伽燄口註集纂要儀軌,密教部類,
KR6j0758,KR6j,X74n1479,CA0001074,X1479,佛母孔雀尊經科式,密教部類,
KR6j0759,KR6j,X74n1481,CA0005505,X1481,准提三昧行法,密教部類,
KR6j0760,KR6j,X74n1482,CA0004170,X1482,准提焚修悉地懺悔玄文,密教部類,
KR6j0761,KR6j,J19nB047,CA0005746,JB047,瑜伽集要燄口施食儀,密教部類,
KR6j0762,KR6j,F28n1071,CA0008082,F1071,釋教最上乘秘密藏陀羅尼集,密教部類,
KR6j0763,KR6j,T18n0893b,CA0002859b,T0893b,蘇悉地羯羅經,密教部類,
KR6j0764,KR6j,T18n0893c,CA0002859c,T0893c,蘇悉地羯羅經,密教部類,
KR6k0001,KR6k,T22n1421,CA0002196,T1421,彌沙塞部和醯五分律,律部類,
KR6k0002,KR6k,T22n1422a,CA0002197,T1422a,彌沙塞五分戒本,律部類,
KR6k0003,KR6k,T22n1422b,CA0003474,T1422b,五分戒本,律部類,
KR6k0004,KR6k,T22n1423,CA0003472,T1423,五分比丘尼戒本,律部類,
KR6k0005,KR6k,T22n1424,CA0002198,T1424,彌沙塞羯磨本,律部類,
KR6k0006,KR6k,T22n1425,CA0002277,T1425,摩訶僧祇律,律部類,
KR6k0007,KR6k,T22n1426,CA0000331,T1426,摩訶僧祇律大比丘戒本,律部類,
KR6k0008,KR6k,T22n1427,CA0000298,T1427,摩訶僧祇比丘尼戒本,律部類,
KR6k0009,KR6k,T22n1428,CA0002819,T1428,四分律,律部類,
KR6k0010,KR6k,T22n1429,CA0002784,T1429,四分律比丘戒本,律部類,
KR6k0011,KR6k,T22n1430,CA0002783,T1430,四分僧戒本,律部類,
KR6k0012,KR6k,T22n1431,CA0002781,T1431,四分比丘尼戒本,律部類,
KR6k0013,KR6k,T22n1432,CA0003214,T1432,曇無德律部雜羯磨,律部類,
KR6k0014,KR6k,T22n1433,CA0001573,T1433,羯磨,律部類,
KR6k0015,KR6k,T22n1434,CA0002780,T1434,四分比丘尼羯磨法,律部類,
KR6k0016,KR6k,T23n1435,CA0003069,T1435,十誦律,律部類,
KR6k0017,KR6k,T23n1436,CA0003070,T1436,十誦比丘波羅提木叉戒本,律部類,
KR6k0018,KR6k,T23n1437,CA0003071,T1437,十誦比丘尼波羅提木叉戒本,律部類,
KR6k0019,KR6k,T23n1438,CA0000674,T1438,大沙門百一羯磨法,律部類,
KR6k0020,KR6k,T23n1439,CA0003068,T1439,十誦羯磨比丘要用,律部類,
KR6k0021,KR6k,T23n1440,CA0002701,T1440,薩婆多毘尼毘婆沙,律部類,
KR6k0022,KR6k,T23n1441,CA0002700,T1441,薩婆多部毘尼摩得勒伽,律部類,
KR6k0023,KR6k,T23n1442,CA0001156,T1442,根本說一切有部毘奈耶,律部類,
KR6k0024,KR6k,T23n1443,CA0001150,T1443,根本說一切有部苾芻尼毘奈耶,律部類,
KR6k0025,KR6k,T23n1444,CA0001158,T1444,根本說一切有部毘奈耶出家事,律部類,
KR6k0026,KR6k,T23n1445,CA0001157,T1445,根本說一切有部毘奈耶安居事,律部類,
KR6k0027,KR6k,T23n1446,CA0001164,T1446,根本說一切有部毘奈耶隨意事,律部類,
KR6k0028,KR6k,T23n1447,CA0001161,T1447,根本說一切有部毘奈耶皮革事,律部類,
KR6k0029,KR6k,T24n1448,CA0001165,T1448,根本說一切有部毘奈耶藥事,律部類,
KR6k0030,KR6k,T24n1449,CA0001159,T1449,根本說一切有部毘奈耶羯恥那衣事,律部類,
KR6k0031,KR6k,T24n1450,CA0001162,T1450,根本說一切有部毘奈耶破僧事,律部類,
KR6k0032,KR6k,T24n1451,CA0001166,T1451,根本說一切有部毘奈耶雜事,律部類,
KR6k0033,KR6k,T24n1452,CA0001155,T1452,根本說一切有部尼陀那目得迦,律部類,
KR6k0034,KR6k,T24n1453,CA0001147,T1453,根本說一切有部百一羯磨,律部類,
KR6k0035,KR6k,T24n1454,CA0001153,T1454,根本說一切有部戒經,律部類,
KR6k0036,KR6k,T24n1455,CA0001149,T1455,根本說一切有部苾芻尼戒經,律部類,
KR6k0037,KR6k,T24n1456,CA0001160,T1456,根本說一切有部毘奈耶尼陀那目得迦攝頌,律部類,
KR6k0038,KR6k,T24n1457,CA0001167,T1457,根本說一切有部略毘奈耶雜事攝頌,律部類,
KR6k0039,KR6k,T24n1458,CA0001146,T1458,根本薩婆多部律攝,律部類,
KR6k0040,KR6k,T24n1459,CA0001163,T1459,根本說一切有部毘奈耶頌,律部類,
KR6k0041,KR6k,T24n1460,CA0001583,T1460,解脫戒經,律部類,
KR6k0042,KR6k,T24n1461,CA0002131,T1461,律二十二明了論,律部類,
KR6k0043,KR6k,T24n1462,CA0002906,T1462,善見律毘婆沙,律部類,
KR6k0044,KR6k,T24n1463,CA0002388,T1463,毘尼母經,律部類,
KR6k0045,KR6k,T24n1464,CA0001591,T1464,鼻奈耶,律部類,
KR6k0046,KR6k,T40n1808,CA0002799,T1808,四分律刪補隨機羯磨,律部類,
KR6k0047,KR6k,T40n1809,CA0002821,T1809,僧羯磨,律部類,
KR6k0048,KR6k,T40n1810,CA0002348,T1810,尼羯磨,律部類,
KR6k0049,KR6k,X39n0707,CA0002822,X0707,新刪定四分僧戒本,律部類,
KR6k0050,KR6k,X40n0722,CA0002823,X0722,四分刪定比丘尼戒本,律部類,
KR6k0051,KR6k,X40n0725,CA0003104,X0725,式叉摩那尼戒本,律部類,
KR6k0052,KR6k,F02n0041,CA0008065,F0041,比丘尼羯磨經,律部類,
KR6k0053,KR6k,T24n1465,CA0002929,T1465,舍利弗問經,律部類,
KR6k0054,KR6k,T24n1466,CA0003805,T1466,優波離問佛經,律部類,
KR6k0055,KR6k,T24n1467a,CA0001005a,T1467a,佛說犯戒罪報輕重經,律部類,
KR6k0056,KR6k,T24n1467b,CA0001005b,T1467b,佛說犯戒罪報輕重經,律部類,
KR6k0057,KR6k,T24n1468,CA0002309,T1468,佛說目連所問經,律部類,
KR6k0058,KR6k,T24n1469,CA0001531,T1469,佛說迦葉禁戒經,律部類,
KR6k0059,KR6k,T24n1470,CA0000565,T1470,大比丘三千威儀,律部類,
KR6k0060,KR6k,T24n1471,CA0002886,T1471,沙彌十戒法并威儀,律部類,
KR6k0061,KR6k,T24n1472,CA0002889,T1472,沙彌威儀,律部類,
KR6k0062,KR6k,T24n1473,CA0002888,T1473,佛說沙彌十戒儀則經,律部類,
KR6k0063,KR6k,T24n1474,CA0002883,T1474,沙彌尼戒經,律部類,
KR6k0064,KR6k,T24n1475,CA0002884,T1475,沙彌尼離戒文,律部類,
KR6k0065,KR6k,T24n1476,CA0003808,T1476,佛說優婆塞五戒相經,律部類,
KR6k0066,KR6k,T24n1477,CA0001590,T1477,佛說戒消災經,律部類,
KR6k0067,KR6k,T24n1478,CA0000530,T1478,大愛道比丘尼經,律部類,
KR6k0068,KR6k,T24n1479,CA0000304,T1479,佛說苾芻五法經,律部類,
KR6k0069,KR6k,T24n1480,CA0000303,T1480,佛說苾芻迦尸迦十法經,律部類,
KR6k0070,KR6k,T24n1481,CA0003477,T1481,佛說五恐怖世經,律部類,
KR6k0071,KR6k,T24n1482,CA0001024,T1482,佛阿毘曇經出家相品,律部類,
KR6k0072,KR6k,T24n1483a,CA0002310a,T1483a,佛說目連問戒律中五百輕重事,律部類,
KR6k0073,KR6k,T24n1483b,CA0002310b,T1483b,佛說目連問戒律中五百輕重事經,律部類,
KR6k0074,KR6k,X44n0750,CA0002312,X0750,佛說目連五百問經略解,律部類,
KR6k0075,KR6k,X44n0751,CA0002311,X0751,佛說目連五百問戒律中輕重事經釋,律部類,
KR6k0076,KR6k,T24n1484,CA0000970,T1484,梵網經,律部類,
KR6k0078,KR6k,T40n1811,CA0002439,T1811,菩薩戒義疏,律部類,
KR6k0079,KR6k,T40n1812,CA0000995,T1812,天台菩薩戒疏,律部類,
KR6k0080,KR6k,T40n1813,CA0000978,T1813,梵網經菩薩戒本疏,律部類,
KR6k0082,KR6k,T40n1814,CA0000980,T1814,菩薩戒本疏,律部類,
KR6k0083,KR6k,T40n1815,CA0000972,T1815,梵網經古迹記,律部類,
KR6k0084,KR6k,X38n0676,CA0000985,X0676,梵網菩薩戒經義疏,律部類,
KR6k0085,KR6k,X38n0678,CA0000996,X0678,梵網菩薩戒經疏註,律部類,
KR6k0086,KR6k,X38n0679,CA0000997,X0679,梵網菩薩戒經義疏發隱,律部類,
