id,title,titlePinyin,titleEnglish,notBefore,notAfter,dzt_date
KR5g0228,七元召魔伏六天神咒經,Qī yuán zhào mó fú liù tiān shén zhòu jīng,Seven-Origin Demon-Summoning Six-Heavens-Subduing Divine-Incantation Scripture,960,1644,
KR5g0229,七元真人說神真靈符經,Qī yuán zhēn rén shuō shén zhēn líng fú jīng,Seven-Origin Perfected's Divine-Perfect Numinous-Talisman Scripture,960,1644,
KR5g0230,太上紫微中天七元真經,Tài shàng Zǐ wēi zhōng tiān qī yuán zhēn jīng,Most High Purple-Pole Middle-Heaven Seven-Origin Perfect Scripture,960,1644,
KR5g0231,枕中經,Zhěn zhōng jīng,Scripture Kept under the Pillow,618,907,
KR5g0232,太清元道真經,Tài qīng yuán dào zhēn jīng,Tài-qīng Original-Way Perfect Scripture,618,1279,
KR5g0233,太上老君太素經,Tài shàng Lǎo jūn Tài sù jīng,Most High Lord Lǎo's Great-Plain Scripture,618,1279,
KR5g0234,靈信經旨,Líng xìn jīng zhǐ,Scripture-Purport of Numinous Faith,960,1279,
KR5g0235,唐太古妙應孫真人福壽論,Táng Tài gǔ miào yìng Sūn zhēn rén fú shòu lùn,Táng Tài-gǔ Miào-yìng Perfected Sūn's Discourse on Blessings and Longevity,650,700,
KR5g0236,太清道林攝生論,Tài qīng Dào lín shè shēng lùn,Tài-qīng Dào-lín Discourse on Life-Absorbing,618,907,
KR5g0237,侍帝晨東華上佐司命楊君傳記,Shì dì chén Dōng huá shàng zuǒ sī mìng Yáng jūn zhuàn jì,"Biography of Lord Yáng, Attending-Thearch, Eastern-Floriate, Superior-Assistant, and Destiny-Controller",960,1279,
KR5g0238,長春真人西遊記,Cháng chūn zhēn rén xī yóu jì,Record of the Perfected Cháng-chūn's Journey to the West,1228,1228,
KR5g0239,道藏目錄詳註,Dào zàng mù lù xiáng zhù,Detailed Annotated Catalogue of the Dào zàng,1626,1626,
KR5g0240,道藏闕經目錄,Dào zàng quē jīng mù lù,Catalogue of Scriptures Missing from the Dào zàng,1444,1445,
KR5g0241,道藏尊經歷代綱目,Dào zàng zūn jīng lì dài gāng mù,Outline-Catalogue of Honoured Scriptures in the Dào zàng across the Dynasties,1444,1626,
KR5g0242,道教宗源,Dào jiào zōng yuán,Lineage-Origin of the Daoist Teaching,1444,1626,
KR5g0243,大明道藏經目錄,Dà Míng Dào zàng jīng mù lù,Catalogue of the Scriptures of the Great Míng Dào zàng,1444,1445,
KR5g0244,續道藏經目錄,Xù Dào zàng jīng mù lù,Catalogue of the Supplementary Dào zàng,1607,1607,
KR5h,,,,,,
KR5h0001,太上中道妙法蓮花經,Tài shàng zhōng dào miào fǎ lián huā jīng,Most High Middle-Way Lotus of the Wondrous Dharma Scripture,1368,1607,
KR5h0002,太上元始天尊說寶月光皇后聖母天尊孔雀明王經,Tài shàng Yuán shǐ tiān zūn shuō Bǎo yuè guāng Huáng hòu shèng mǔ tiān zūn kǒng què míng wáng jīng,Daoist Scripture of the Peacock King-of-Light,1368,1607,
KR5h0003,聖母孔雀明王尊經啟白儀,Shèng mǔ kǒng què míng wáng zūn jīng qǐ bái yí,Invocation-Liturgy for the Sage-Mother Peacock King-of-Light's Revered Scripture,1368,1607,
KR5h0004,太上元始天尊說孔雀經白文,Tài shàng Yuán shǐ tiān zūn shuō kǒng què jīng bái wén,Most High Yuán-shǐ's Plain-Text Peacock Scripture,1368,1607,
KR5h0005,上清元始變化寶真上經,Shàng qīng Yuán shǐ biàn huà bǎo zhēn shàng jīng,Shàng-qīng Superior Precious-Perfect Scripture of Yuán-shǐ's Transformations,317,589,
KR5h0006,太上老君開天經,Tài shàng Lǎo jūn kāi tiān jīng,Most High Lord Lǎo's Heaven-Opening Scripture,317,589,
KR5h0007,太上老君虛無自然本起經,Tài shàng Lǎo jūn xū wú zì rán běn qǐ jīng,Most High Lord Lǎo's Scripture on the Hollow-Void Spontaneity and Original Arising,618,907,
KR5h0008,洞玄靈寶玉京山步虛經,Dòng xuán Líng bǎo Yù jīng shān bù xū jīng,Dòng-xuán Líng-bǎo Scripture of Pacing-the-Void on Jade-Capital Mountain,1368,1607,
KR5h0009,皇經集註,Huáng jīng jí zhù,Collected Commentary on the Emperor-Scripture,1368,1607,
KR5h0010,元始天尊說東嶽化身濟生度死拔罪解冤保命玄範誥咒妙經,Yuán shǐ tiān zūn shuō Dōng yuè huà shēn jì shēng dù sǐ bá zuì jiě yuān bǎo mìng xuán fàn gào zhòu miào jīng,"Yuán-shǐ's Scripture on the Dōng-yuè Transformation-Body for Saving Life, Crossing-Over the Dead, Uprooting Sins, Dissolving Grievances, and Protecting Destiny",1127,1607,
KR5h0011,太上三元賜福赦罪解厄消災延生保命妙經,Tài shàng sān yuán cì fú shè zuì jiě è xiāo zāi yán shēng bǎo mìng miào jīng,"Most High Three-Origins' Wondrous Scripture for Bestowing Blessings, Pardoning Sins, Dissolving Calamities, Dispelling Disasters, Prolonging Life, and Protecting Destiny",1127,1279,
KR5h0012,太上元陽上帝無始天尊說火車王靈官真經,Tài shàng Yuán yáng shàng dì wú shǐ tiān zūn shuō Huǒ chē Wáng líng guān zhēn jīng,Scripture of the Fire-Chariot Wáng Líng-guān,1368,1607,
KR5h0013,元始天尊說藥王救八十一難真經,Yuán shǐ tiān zūn shuō Yào wáng jiù bā shí yī nàn zhēn jīng,Yuán-shǐ's Scripture of the Medicine-King Rescuing from Eighty-One Calamities,1368,1607,
KR5h0014,碧霞元君護國庇民普濟保生妙經,Bì xiá yuán jūn hù guó bì mín pǔ jì bǎo shēng miào jīng,Scripture of Bì-xiá Yuán-jūn (Princess of Azure-Dawn) Protecting State and Sheltering People,1368,1607,
KR5h0015,太上大聖朗靈上將護國妙經,Tài shàng dà shèng Lǎng líng shàng jiāng hù guó miào jīng,Most High Great-Sage Lǎng-líng Supreme-General Protecting-State Wondrous Scripture,1368,1607,
KR5h0016,太上老君說城隍感應消災集福妙經,Tài shàng Lǎo jūn shuō chéng huáng gǎn yìng xiāo zāi jí fú miào jīng,Most High Lord Lǎo's Wondrous Scripture of the City-God's Responsive Retribution,1368,1607,
KR5h0017,太上洞玄靈寶五顯觀華光本行妙經,Tài shàng dòng xuán Líng bǎo wǔ xiǎn guān Huá guāng běn xíng miào jīng,"Scripture of Huá-guāng's Original Practice, Contemplated by the Five-Manifestations",1368,1607,
KR5h0018,太上說通真高皇解冤經,Tài shàng shuō tōng zhēn Gāo huáng jiě yuān jīng,Most High Scripture of the Tōng-zhēn Gāo-huáng Dissolving Grievances,618,907,
KR5h0019,中天紫微星真寶懺,Zhōng tiān zǐ wēi xīng zhēn bǎo chàn,Precious Repentance-Liturgy of the Central-Heaven Purple-Pole Star,1368,1607,
KR5h0020,紫皇鍊度玄科,Zǐ huáng liàn dù xuán kē,Purple-Emperor Refining-Salvation Mysterious Regulations,1368,1607,
KR5h0021,先天斗母奏告玄科,Xiāntiān Dǒumǔ zòugào xuánkē,,1300,1607,
KR5h0022,朝真發願懺悔文,Cháo zhēn fā yuàn chàn huǐ wén,Text of Vow-Taking and Repentance for Audience with the Perfected,1368,1607,
KR5h0023,靈寶施食法,Líng bǎo shī shí fǎ,Líng-bǎo Dharma for Feeding Hungry-Ghosts,1368,1607,
KR5h0024,太微帝君二十四神回元經,Tài wēi dì jūn èr shí sì shén huí yuán jīng,Tài-wēi Thearch-Lord's Scripture on the Twenty-Four Spirits' Origin-Returning,618,907,
KR5h0025,北斗九皇隱諱經,Běi dǒu jiǔ huáng yǐn huì jīng,Scripture of the Secret Names of the Nine Emperors of the Northern Dipper,618,907,
KR5h0026,高上玉宸憂樂章,Gāo shàng yù chén yōu lè zhāng,Stanzas of Sorrow-and-Joy of the Superior Jade-Dawn,317,420,
KR5h0027,太上洞真徊玄章,Tài shàng dòng zhēn huí xuán zhāng,Dòng-zhēn Reverting-Mystery Stanzas,618,907,
KR5h0028,上清金章十二篇,Shàng qīng jīn zhāng shí èr piān,Shàng-qīng Gold-Stanzas in Twelve Treatises,618,907,
KR5h0029,太上洞玄濟眾經,Tài shàng dòng xuán jì zhòng jīng,Most High Dòng-xuán Scripture for Saving the Multitude,618,907,
KR5h0030,大洞經吉祥神咒法,Dà dòng jīng jí xiáng shén zhòu fǎ,Great-Cavern Scripture's Auspicious Divine-Incantation Dharma,1368,1607,
KR5h0031,皇明恩命世錄,Huáng Míng ēn mìng shì lù,Record of the Imperial Míng Grace-Commands across the Generations,1368,1607,
KR5h0032,漢天師世家,Hàn tiān shī shì jiā,Hereditary-House of the Hàn Celestial Master,1607,1611,
KR5h0033,弘道錄,Hóng dào lù,Record of Spreading the Way,1500,1565,
KR5h0034,消搖墟經,Xiāo yáo xū jīng,Scripture of the Carefree Ruins,1580,1607,
KR5h0035,長生詮經,Cháng shēng quán jīng,Scripture of Explaining Long Life,1368,1607,
KR5h0036,無生訣經,Wú shēng jué jīng,Scripture of Instructions on No-Birth,1368,1607,
KR5h0037,徐仙翰藻,Xú xiān hàn zǎo,Literary Treasures of the Immortal Xú,1368,1607,
KR5h0038,贊靈集,Zàn líng jí,Collection of Hymns to the Numinous,1368,1607,
KR5h0039,徐仙真錄,Xú xiān zhēn lù,Perfect Record of the Immortal Xú,1368,1607,
KR5h0040,儒門崇理折衷堪輿完孝錄,Rú mén chóng lǐ zhé zhōng kān yú wán xiào lù,Record of Perfected-Filial Geomancy by the Confucian Gate's Principle-Reverence,1368,1607,
KR5h0041,岱史,Dài shǐ,History of Mount Dài (Tài-shān),1500,1607,
KR5h0042,易因上下經,Yì yīn shàng xià jīng,Upper-and-Lower Classics of the Yì-yīn,1550,1602,
KR5h0043,古易考原,Gǔ yì kǎo yuán,Textual-Critical Investigation of the Ancient Yì jīng,1368,1607,
KR5h0044,易林上下經,Yì lín shàng xià jīng,"Forest of the Yì, Upper and Lower Classics (= Jiāo-shì Yì lín)",-50,50,
KR5h0045,搜神記,Sōu shén jì,In Search of Spirits,300,400,
KR5h0046,太初元氣接要保生之論,Tài chū yuán qì jiē yào bǎo shēng zhī lùn,Discourse on the Great-Beginning Original-Pneuma Essential-Absorption for Life-Preservation,1368,1607,
KR5h0047,化書(譚子化書),Huà shū (Tán zǐ huà shū),Book of Transformations (Master Tán's Book of Transformations),930,960,
KR5h0048,水鏡錄,Shuǐ jìng lù,Record of the Water-Mirror,1368,1607,
KR5h0049,諸神聖誕日玉匣記等集目錄,Zhū shén shèng dàn rì yù xiá jì děng jí mù lù,Table of Contents for the Jade-Coffer Record of the Sacred-Birthdays of the Various Gods and Related Collections,1368,1607,
KR5h0050,許真君玉匣記,Xǔ zhēn jūn yù xiá jì,Perfected Xǔ's Jade-Coffer Record,1368,1607,
KR5h0051,法師選擇記,Fǎ shī xuǎn zé jì,Dharma-Masters' Record of Calendrical Selection,1368,1607,
KR5h0052,玄天上帝百字聖號,Xuán tiān shàng dì bǎi zì shèng hào,Hundred-Character Sacred Titles of the Dark-Heaven Supreme Thearch,1368,1607,
KR5h0053,天皇至道太清玉冊,Tiān huáng zhì dào tài qīng yù cè,Heaven-Emperor Supreme-Way Tài-qīng Jade-Register,1400,1448,
KR5h0054,呂祖志,Lǚ zǔ zhì,Record of Patriarch Lǚ,1368,1607,
KR5h0055,紫微斗數,Zǐ wēi dǒu shù,Purple-Pole Star-Astrology,1368,1607,
KR5h0056,老子翼,Lǎo zǐ yì,Wings to the Lǎo zǐ,1580,1620,
KR5h0057,莊子翼,Zhuāng zǐ yì,Wings to the Zhuāng zǐ,1580,1620,
KR5i,,,,,,
KR5i0001,元始大洞玉經,Yuán shǐ dà dòng yù jīng,Yuán-shǐ Great-Cavern Jade Scripture,1600,1906,
KR5i0002,洞經示讀,Dòng jīng shì dú,Cavern-Scripture Reading Guide,1600,1906,
KR5i0003,元始大洞玉經,Yuán shǐ dà dòng yù jīng,Yuán-shǐ's Great-Cavern Jade Scripture,1709,1709,
KR5i0004,元始上帝毘盧遮耶說大洞救劫尊經,Yuán shǐ shàng dì Pí lú zhē yē shuō dà dòng jiù jié zūn jīng,"The Honoured Scripture of the Great Cavern's Salvation from Calamities, Spoken by the Yuán-shǐ Supreme Deity Vairocana",1600,1819,
KR5i0005,太上玄元道德經解,Tài shàng xuán yuán dào dé jīng jiě,Exposition of the Most-High Mysterious-Origin Way-and-Power Scripture,1700,1750,
KR5i0006,太上道德寶章翼,Tài shàng dào dé bǎo zhāng yì,Wings to the Most-High Dào-dé Treasure-Sections,1670,1720,
KR5i0007,道德經釋辭,Dào dé jīng shì cí,Glossing the Wording of the Way-and-Power Scripture,1592,1597,
KR5i0008,太上老君說常清靜真經,Tài shàng lǎo jūn shuō cháng qīng jìng zhēn jīng,The Most-High Lord Lǎo's Spoken Scripture of Constant Purity-and-Stillness,700,1750,
KR5i0009,太上道德大天尊說道元一氣經,Tài shàng dào dé dà tiān zūn shuō dào yuán yī qì jīng,The Most-High Way-and-Power Great Heavenly Worthy's Spoken Scripture of the Way's Origin in the Single Pneuma,1600,1819,
KR5i0010,太上黃庭內景玉經,Tài shàng huáng tíng nèi jǐng yù jīng,The Most-High Jade Scripture of the Inner Effulgence of the Yellow Court,350,1750,
KR5i0011,黃庭內景經,Huáng tíng nèi jǐng jīng,Scripture of the Inner Effulgence of the Yellow Court,1700,1750,
KR5i0012,黃庭外景經,Huáng tíng wài jǐng jīng,Scripture of the Outer Effulgence of the Yellow Court,1700,1750,
KR5i0013,太上感應篇箋注,Tài shàng gǎn yìng piān jiān zhù,Annotated Glosses on the Most-High's Stimulus-Response Tract,1722,1749,
KR5i0014,太上感應篇集注,Tài shàng gǎn yìng piān jí zhù,Collected Annotations on the Most-High's Stimulus-Response Tract,1670,1706,
KR5i0015,高上玉皇本行集經,Gāo shàng yù huáng běn xíng jí jīng,The Lofty-and-Highest Jade Emperor's Original-Comportment Collected Scripture,1100,1750,
KR5i0016,太上洞玄靈寶紫微金格高上玉皇本行集經闡微,Tài shàng dòng xuán líng bǎo zǐ wēi jīn gé gāo shàng yù huáng běn xíng jí jīng chǎn wēi,Elucidating the Subtle Meaning of the Most-High Cavern-Mystery Numinous-Treasure Purple-Tenuity Golden-Tablet Lofty-Highest Jade-Emperor Original-Comportment Collected Scripture,1800,1809,
KR5i0017,高上玉皇心印妙經,Gāo shàng yù huáng xīn yìn miào jīng,The Lofty-Highest Jade Emperor's Mind-Seal Wondrous Scripture,800,1750,
KR5i0018,終南八祖說心印妙經解,Zhōng nán bā zǔ shuō xīn yìn miào jīng jiě,"Exposition of the Mind-Seal Wondrous Scripture, Spoken by the Eight Patriarchs of the Southern-Marchmount-Terminus",1700,1750,
KR5i0019,高上玉皇心印經,Gāo shàng yù huáng xīn yìn jīng,The Lofty-Highest Jade Emperor's Mind-Seal Scripture,1600,1750,
KR5i0020,玉皇心印經,Yù huáng xīn yìn jīng,Jade Emperor's Mind-Seal Scripture,1483,1644,
KR5i0021,玉清贊化九天演政心印集經,Yù qīng zàn huà jiǔ tiān yǎn zhèng xīn yìn jí jīng,"Mind-Seal Collected Scripture -- Aiding the Transformation of Jade-Purity, Performing the Governance of the Nine Heavens",1700,1809,
KR5i0022,玉清贊化九天演政心印寶懺,Yù qīng zàn huà jiǔ tiān yǎn zhèng xīn yìn bǎo chàn,"Precious Repentance for the Mind-Seal -- Aiding the Transformation of Jade-Purity, Performing the Governance of the Nine Heavens",1700,1809,
KR5i0023,先天斗帝敕演無上玄功靈妙真經,Xiān tiān dòu dì chì yǎn wú shàng xuán gōng líng miào zhēn jīng,"The True Scripture of the Highest Mysterious Work and Numinous Wonder, by Imperial Decree Performed of the Pre-Cosmic Dipper Emperor",1700,1809,
KR5i0024,九皇斗姥戒殺延生真經,Jiǔ huáng dòu mǔ jiè shā yán shēng zhēn jīng,"True Scripture of the Nine August Ones and the Mother of the Dipper, on the Forbidding of Killing and the Extending of Life",1700,1809,
KR5i0025,觀音大士蓮船經,Guān yīn dà shì lián chuán jīng,The Bodhisattva of Sound-Perception's Lotus-Boat Scripture,1700,1809,
KR5i0026,九皇新經註解,Jiǔ huáng xīn jīng zhù jiě,Annotated Exposition of the New Scripture of the Nine August Ones,1700,1809,
KR5i0027,玄宗正旨,Xuán zōng zhèng zhǐ,Orthodox Purport of the Mystery Lineage,1700,1750,
KR5i0028,浮黎鼻祖金華祕訣,Fú lí bí zǔ jīn huá mì jué,Secret Formula of the Golden Flower of the Fú-lí Patriarch,1500,1809,
KR5i0029,金碧古文龍虎上經,Jīn bì gǔ wén lóng hǔ shàng jīng,The Ancient-Text Golden-Jasper Dragon-Tiger Upper Scripture,1599,1599,
KR5i0030,唱道真言,Chàng dào zhēn yán,Chanting-the-Way True Sayings,1726,1729,
KR5i0031,黃帝陰符經,Huáng dì yīn fú jīng,The Yellow Emperor's Yīn-Fú Scripture,700,1644,
KR5i0032,黃帝陰符經,Huáng dì yīn fú jīng,,1600,1809,
KR5i0033,陰符玄解,Yīn fú xuán jiě,Mysterious Exposition of the Yīn-Fú Scripture,1772,1772,
KR5i0034,五百靈官爵位姓氏總錄,Wǔ bǎi líng guān jué wèi xìng shì zǒng lù,"Master Catalogue of the Five-Hundred Numinous Officers' Titles, Ranks, and Surnames",1600,1809,
KR5i0035,玉樞寶經,Yù shū bǎo jīng,Jade-Pivot Treasure Scripture,1100,1750,
KR5i0036,南華真經註疏,Nán huá zhēn jīng zhù shū,Annotations and Sub-commentary on the Perfected Scripture of Southern Florescence,1693,1700,
KR5i0037,參同契闡幽,Cān tóng qì chǎn yōu,Bringing Out the Hidden Meaning of the Cān-tóng-qì,1657,1670,
KR5i0038,參同契分章註,Cān tóng qì fēn zhāng zhù,Sectioned-by-Chapter Annotation of the Cān-tóng-qì,1335,1350,
KR5i0039,入藥鏡,Rù yào jìng,The Mirror for Entering [the Realm of] Medicine,900,1380,
KR5i0040,銅符鐵券,Tóng fú tiě quàn,The Bronze Tally and Iron Charter,1599,1599,
KR5i0041,太上靈寶淨明宗教錄,Tài shàng líng bǎo jìng míng zōng jiào lù,Record of the Most-High Numinous-Treasure Pure-Bright Sect-Teaching,1100,1809,
KR5i0042,化書,Huà shū,,940,1592,
KR5i0043,葛仙翁太極沖玄至道心傳,Gě xiān wēng tài jí chōng xuán zhì dào xīn chuán,"Heart-Transmission of the Supreme Way's Pole-of-the-All-Penetrating-Mystery, by the Immortal Patriarch Gě",1700,1809,
KR5i0044,十六品經,Shí liù pǐn jīng,Sixteen-Section Scripture,1700,1750,
KR5i0045,呂祖本傳,Lǚ zǔ běn zhuàn,Original Biography of the Patriarch Lǚ,1740,1750,
KR5i0046,金華宗旨,Jīn huá zōng zhǐ,Purport of the Golden Flower,1690,1750,
KR5i0047,同參經,Tóng cān jīng,Scripture of Joint Investigation,1700,1750,
KR5i0048,五經合編,Wǔ jīng hé biān,Five Scriptures in Combined Edition,1700,1750,
KR5i0049,呂帝文集,Lǚ dì wén jí,Collected Prose Writings of the Imperial Lord Lǚ,1700,1750,
KR5i0050,呂帝詩集,Lǚ dì shī jí,Collected Verse of the Imperial Lord Lǚ,1700,1750,
KR5i0051,純陽三書,Chún yáng sān shū,The Three Books of Pure-Yáng,1700,1929,
KR5i0052,易說,Yì shuō,Discussion of the Yì,1700,1750,
KR5i0053,語錄大觀,Yǔ lù dà guān,Comprehensive Compendium of Recorded Sayings,1700,1750,
KR5i0054,微言摘要,Wēi yán zhāi yào,Selected Subtle Sayings,1700,1750,
KR5i0055,呂帝聖蹟紀要,Lǚ dì shèng jì jì yào,Essential Records of the Imperial Lord Lǚ's Sacred Traces,1700,1750,
KR5i0056,天仙金丹心法,Tiān xiān jīn dān xīn fǎ,Heart-Method of the Heavenly-Immortals' Golden Elixir,1700,1809,
KR5i0057,東園語錄,Dōng yuán yǔ lù,Recorded Sayings from the Eastern Garden,1700,1750,
KR5i0058,金丹四百字,Jīn dān sì bǎi zì,Four Hundred Words on the Golden Elixir,1075,1085,
KR5i0059,悟真篇闡幽,Wù zhēn piān chǎn yōu,Bringing Out the Hidden Meaning of the Wù-zhēn-piān,1660,1670,
KR5i0060,瓊琯白真人集,Qióng guǎn Bái zhēn rén jí,The Collected Works of Master Bái of Qióng-guǎn,1594,1594,
KR5i0061,太公陰符經,Tài gōng yīn fú jīng,The Tài-gōng's Yīn-Fú Scripture,1600,1809,
KR5i0062,五篇靈文,Wǔ piān líng wén,Five Numinous Texts,1160,1170,
KR5i0063,孫不二元君法語,Sūn Bùèr yuán jūn fǎ yǔ,Dharma-Sayings of the Primal Lady Sūn Bù-èr,1170,1750,
KR5i0064,孫不二元君傳述丹道祕書三卷,Sūn Bùèr yuán jūn chuán shù dān dào mì shū sān juàn,The Three-Juàn Secret Book of the Elixir-Way as Transmitted-and-Narrated by the Primal Lady Sūn Bù-èr,1500,1750,
KR5i0065,金液還丹印證圖詩,Jīn yè huán dān yìn zhèng tú shī,Diagrammed and Versified Verifications of the Golden-Liquid Returning Elixir,1218,1218,
KR5i0066,仙佛合宗語錄,Xiān fó hé zōng yǔ lù,Recorded Sayings on the Confluence of Immortal-and-Buddha Lineages,1620,1640,
KR5i0067,天仙正理直論,Tiān xiān zhèng lǐ zhí lùn,Direct Discussion of the Orthodox Principle of the Heavenly Immortals,1622,1639,
KR5i0068,天仙正理直論淺說,Tiān xiān zhèng lǐ zhí lùn qiǎn shuō,Plain Exposition of the Tiān-xiān Zhèng-lǐ Zhí-lùn,1622,1639,
KR5i0069,金丹要訣,Jīn dān yào jué,Essential Formulas of the Golden Elixir,1690,1740,
KR5i0070,伍真人丹道九篇,Wǔ zhēn rén dān dào jiǔ piān,Master Wǔ's Nine Chapters on the Elixir-Way,1640,1640,
KR5i0071,張三丰先生全集,Zhāng Sānfēng xiān shēng quán jí,The Complete Works of Master Zhāng Sān-fēng,1400,1723,
KR5i0072,養真集,Yǎng zhēn jí,Collected Writings on Nourishing the Real,1700,1763,
KR5i0073,玉詮,Yù quán,The Jade Articulation,1700,1809,
KR5i0074,真詮,Zhēn quán,The True Articulation,1620,1710,
KR5i0075,心傳述證錄,Xīn chuán shù zhèng lù,Record of Narration-and-Verification of the Heart-Transmission,1748,1803,
KR5i0076,懺法大觀,Chàn fǎ dà guān,Comprehensive Survey of Repentance Methods,1700,1750,
KR5i0077,三寶萬靈法懺,Sān bǎo wàn líng fǎ chàn,Repentance-Method to the Three Treasures and the Myriad Numina,1700,1809,
KR5i0078,漢丞相諸葛忠武侯集,Hàn chéng xiàng Zhūgě Zhōngwǔhóu jí,"Collected Works of the Hàn Prime Minister Zhū-gě, the Marquis Zhōng-wǔ",1632,1632,
KR5i0079,太極圖說,Tài jí tú shuō,Diagram-and-Discourse of the Supreme Pole,1050,1180,
KR5i0080,通書,Tōng shū,The Pervasive Book,1050,1180,
KR5i0081,皇極經世書,Huáng jí jīng shì shū,The Imperial-Pole Governing-the-World Book,1050,1077,
KR5i0082,擊壤集,Jī rǎng jí,The Drum-on-the-Earth Collection,1050,1077,
KR5i0083,文昌帝君本傳,Wén chāng dì jūn běn zhuàn,Original Biography of the Imperial Lord Wén-chāng,1100,1500,
KR5i0084,文帝孝經,Wén dì xiào jīng,The Imperial Lord Wén[-chāng]'s Filial-Piety Scripture,1200,1492,
KR5i0085,元皇大道真君救劫寶經,Yuán huáng dà dào zhēn jūn jiù jié bǎo jīng,Calamity-Saving Treasure Scripture of the Original Imperial Great-Way Perfected Lord,1700,1809,
KR5i0086,文昌延嗣經,Wén chāng yán sì jīng,Wén-chāng's Scripture for Extending the Heir-Lineage,1734,1734,
KR5i0087,陰騭文註,Yīn zhì wén zhù,Annotated Treatise on the Hidden-Determining,1100,1809,
KR5i0088,三界伏魔關聖帝君忠孝忠義真經,Sān jiè fú mó Guān shèng dì jūn zhōng xiào zhōng yì zhēn jīng,True Scripture of the Three-Realm Demon-Subduing Holy-Imperial Lord Guān on Loyalty-Filiality-Loyalty-Righteousness,1614,1809,
KR5i0089,關聖帝君本傳,Guān shèng dì jūn běn zhuàn,Original Biography of the Holy-Imperial Lord Guān,1700,1809,
KR5i0090,清微宏範道門功課,Qīng wēi hóng fàn dào mén gōng kè,"Daily Ritual-Course of the Daoist Order, Pure-Subtle Broad-Standard",1700,1809,
KR5i0091,太上玄門功課經,Tài shàng xuán mén gōng kè jīng,Most-High Mystery-Gate Daily-Course Scripture,1700,1809,
KR5i0092,靈寶文檢,Líng bǎo wén jiǎn,Numinous-Treasure Document-Examination,1500,1840,
KR5i0093,心香妙語,Xīn xiāng miào yǔ,Wonderful Sayings of Heart-Incense,1506,1856,
KR5i0094,雅宜集,Yǎ yí jí,Collection of Refined-Suitability,1750,1779,
KR5i0095,十戒功過格,Shí jiè gōng guò gé,Ten-Precepts Merit-and-Demerit Ledger,1700,1750,
KR5i0096,警世功過格,Jǐng shì gōng guò gé,World-Warning Merit-and-Demerit Ledger,1700,1809,
KR5i0097,三壇圓滿天仙大戒略說,Sān tán yuán mǎn tiān xiān dà jiè lüè shuō,Brief Discussion of the Heavenly-Immortals' Great-Precepts at the Three-Altar Round-Fullness,1700,1750,
KR5i0098,初真戒律,Chū zhēn jiè lǜ,The Initial-Perfected Precept-Statutes,1656,1656,
KR5i0099,中極戒,Zhōng jí jiè,Middle-Pole Precepts,600,1656,
KR5i0100,二仙菴碑記,Èr xiān ān bēi jì,Stele-Inscription of the Èr-xiān Belvedere,1695,1700,
KR5i0101,青羊宮碑記,Qīng yáng gōng bēi jì,Stele-Inscription of the Qīng-yáng Belvedere,1660,1675,
KR5i0102,華蓋山三仙真經,Huá gài shān sān xiān zhēn jīng,True Scripture of the Three Immortals of Mount Huá-gài,290,1809,
KR5i0103,青城山記,Qīng chéng shān jì,Records of Mount Qīng-chéng,1700,1809,
KR5i0104,太上無極大道延壽集福消劫寶懺,Tài shàng wú jí dà dào yán shòu jí fú xiāo jié bǎo chàn,"Treasure-Repentance of the Most-High Limitless Great-Way for Extending Life, Gathering Fortune, and Dispelling Calamity",1700,1906,
KR5i0105,天下名山記,Tiān xià míng shān jì,Records of the Famous Mountains under Heaven,1457,1700,
KR5i0106,青玄濟煉鐵罐斛食,Qīng xuán jì liàn tiě guàn hú shí,The Complete Iron-Pot Food-of-Hu Ritual Programme of the Pure-Mystery Salvation-Refinement Tradition,1750,1800,
KR5i0107,太上無極大道三十六部尊經 (啟請科儀),Tài shàng wú jí dà dào sān shí liù bù zūn jīng (qǐ qǐng kē yí),Liturgical Programme for Petitioning the Most-High Limitless Great-Way's Thirty-Six Honoured Scriptures,1700,1906,
KR5i0108,太上無極太道三十六部尊經註解,Tài shàng wú jí tài dào sān shí liù bù zūn jīng zhù jiě,Annotated Exposition of the Most-High Limitless Great-Way's Thirty-Six Honoured Scriptures,1700,1906,
KR5i0109,女丹合編,Nǚ dān hé biān,Combined Edition of Female Inner-Alchemy,1700,1906,
KR6a,阿含部,Āhán bù,Buddhist Canon — Āgama Section,,,
KR6a0001,長阿含經,Cháng Āhán jīng,The Long Discourses (Dīrgha-āgama),413,413,390; 410; 413
KR6a0002,七佛經,Qī fó jīng,Sūtra of the Seven Buddhas,973,1001,980
KR6a0003,毘婆尸佛經,Pípóshī fó jīng,Sūtra of Vipaśyin Buddha,973,1001,980
KR6a0004,七佛父母姓字經,Qī fó fùmǔ xìngzì jīng,Sūtra of the Family Names of the Seven Buddhas' Parents,220,265,
KR6a0005,佛般泥洹經,Fó bānníhuán jīng,Sūtra of the Buddha's Parinirvāṇa,290,305,245; 250; 300
KR6a0006,般泥洹經,Bānníhuán jīng,Sūtra of the Parinirvāṇa,317,420,245; 300; 420
KR6a0007,大般涅槃經,Dà bānnièpán jīng,Sūtra of the Great Parinirvāṇa,413,418,415; 440
KR6a0008,大堅固婆羅門緣起經,Dà Jiāngù póluómén yuánqǐ jīng,Sūtra on the Origin Story of the Great Brahmin Govinda,982,1017,1000
